template_name,question_id,image_id,question,ground_truth,prediction,vqa_score,prompt,retrieved_questions,retrieved_answers,candidate_answers,best_question_matched_answer,best_question_match_score,prompt_chars
minimal_fewshot,264718002,264718,Which side of the sign is the road on?,right|left|right,both sides,0.0,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: Which side of the sign is the road on?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.125,174
minimal_fewshot,264718003,264718,What does the sign read?,2 hour parking 8am to 8pm|parking|2 hour parking 8am-8pm,no parking,0.0,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: What does the sign read?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1667,160
minimal_fewshot,264718004,264718,What does the sign say?,parking|2 hour parking|2 hour parking,"""no parking""",0.0,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: What does the sign say?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1667,159
minimal_fewshot,264718005,264718,What phone number is on the sign?,0|n/a|0,555-1234,0.0,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: What phone number is on the sign?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1429,169
minimal_fewshot,264718006,264718,What modes of transportation are in the picture?,cars|car|car,"cars, buses, and trucks",0.0,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: What modes of transportation are in the picture?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.0,184
minimal_fewshot,264718007,264718,What sign is to the right of the photo?,2 hour parking|parking|2 hour parking,parking sign,0.3333,"Q: What color is the curb below the stop sign? A: red
Q: Is there a stop light? A: yes
Q: What is on the picnic table? A: nothing
Q: What sign is to the right of the photo?
A:",What color is the curb below the stop sign? || Is there a stop light? || What is on the picnic table?,red || yes || nothing,"red, yes, nothing",red,0.1429,175
minimal_fewshot,133648000,133648,Is the bat blue?,yes|yes|yes,yes,1.0,"Q: How many people are in this picture? A: 5
Q: What sport are they playing? A: baseball
Q: How many players are in the field? A: 6
Q: Is the bat blue?
A:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,154
minimal_fewshot,133648001,133648,Is the photo colored?,yes|yes|yes,no,0.0,"Q: How many people are in this picture? A: 5
Q: What sport are they playing? A: baseball
Q: How many players are in the field? A: 6
Q: Is the photo colored?
A:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,159
minimal_fewshot,133648002,133648,What color is the home plate umpire's shirt?,white|black|black,blue,0.0,"Q: How many people are in this picture? A: 5
Q: What sport are they playing? A: baseball
Q: How many players are in the field? A: 6
Q: What color is the home plate umpire's shirt?
A:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",5,0.0,182
minimal_fewshot,133648003,133648,Which game are they playing?,baseball|baseball|baseball,baseball game,0.0,"Q: How many people are in this picture? A: 5
Q: What sport are they playing? A: baseball
Q: How many players are in the field? A: 6
Q: Which game are they playing?
A:",How many people are in this picture? || What sport are they playing? || How many players are in the field?,5 || baseball || 6,"5, baseball, 6",baseball,0.4,166
minimal_fewshot,459182000,459182,What are they carrying?,surfboards|surfboards|surfboards,surfboards,1.0,"Q: Are there any plants? A: no
Q: Where do you play this sport? A: ocean
Q: What are the people caring in their arms? A: surfboards
Q: What are they carrying?
A:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",no,0.0,161
minimal_fewshot,459182001,459182,What is in the foreground?,rocks|rocks|rocks,ocean,0.0,"Q: Are there any plants? A: no
Q: Where do you play this sport? A: ocean
Q: What are the people caring in their arms? A: surfboards
Q: What is in the foreground?
A:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",no,0.0,164
minimal_fewshot,459182002,459182,How many people are there?,2|2|2,two,0.0,"Q: Are there any plants? A: no
Q: Where do you play this sport? A: ocean
Q: What are the people caring in their arms? A: surfboards
Q: How many people are there?
A:",Are there any plants? || Where do you play this sport? || What are the people caring in their arms?,no || ocean || surfboards,"no, ocean, surfboards",surfboards,0.2,164
minimal_fewshot,395801000,395801,Is it morning or evening?,evening|morning|morning,morning,1.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: Is it morning or evening?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,171
minimal_fewshot,395801001,395801,How much does parking in the lot cost?,nothing|free|free,$1.00,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: How much does parking in the lot cost?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,184
minimal_fewshot,395801002,395801,What is on the road?,car|car|cars,street sign,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: What is on the road?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",no,0.25,166
minimal_fewshot,395801003,395801,How many people are in the picture?,7|7|11,2,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: How many people are in the picture?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1429,181
minimal_fewshot,395801004,395801,Do the people know each other?,no|no|no,yes,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: Do the people know each other?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,176
minimal_fewshot,395801005,395801,How could you carry things if you were riding this bike?,there is no bike|on my back|backpack,you couldn't,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: How could you carry things if you were riding this bike?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1,202
minimal_fewshot,395801006,395801,How many people are in this scene?,25|15|9,2,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: How many people are in this scene?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",1,0.1429,180
minimal_fewshot,395801007,395801,What time is it?,6:00|6:00|12:30,7:30 am,0.0,"Q: What color is the front of the store on the left? A: white
Q: Is the road having work done? A: no
Q: How many bus cars can you see? A: 1
Q: What time is it?
A:",What color is the front of the store on the left? || Is the road having work done? || How many bus cars can you see?,white || no || 1,"white, no, 1",white,0.0,162
minimal_fewshot,264730000,264730,How many arches are under the clock?,2|2|2,3,0.0,"Q: What kind of numbers are on this clock? A: roman
Q: How many bells? A: 3
Q: Is there a painting over the arch? A: yes
Q: How many arches are under the clock?
A:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",3,0.2,163
minimal_fewshot,264730001,264730,What time is it?,10:50|10:49|8:45,night,0.0,"Q: What kind of numbers are on this clock? A: roman
Q: How many bells? A: 3
Q: Is there a painting over the arch? A: yes
Q: What time is it?
A:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,0.0,143
minimal_fewshot,264730002,264730,Is a daytime or nighttime scene depicted?,nighttime|nighttime|night,daytime scene,0.0,"Q: What kind of numbers are on this clock? A: roman
Q: How many bells? A: 3
Q: Is there a painting over the arch? A: yes
Q: Is a daytime or nighttime scene depicted?
A:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,0.0,168
minimal_fewshot,264730003,264730,What kind of numbers are on the clock?,roman numerals|roman|roman numerals,roman,1.0,"Q: What kind of numbers are on this clock? A: roman
Q: How many bells? A: 3
Q: Is there a painting over the arch? A: yes
Q: What kind of numbers are on the clock?
A:",What kind of numbers are on this clock? || How many bells? || Is there a painting over the arch?,roman || 3 || yes,"roman, 3, yes",roman,1.0,165
minimal_fewshot,2587000,2587,Which food contains the most potassium?,banana|banana|banana,donut,0.0,"Q: Is the donut filled? A: no
Q: What's the name of the largest pastry? A: donut
Q: How many bananas are pictured? A: 2
Q: Which food contains the most potassium?
A:",Is the donut filled? || What's the name of the largest pastry? || How many bananas are pictured?,no || donut || 2,"no, donut, 2",no,0.0,165
minimal_fewshot,2587001,2587,What is not healthy in the baggie?,donut|doughnut|donut,donut and banana,0.0,"Q: Is the donut filled? A: no
Q: What's the name of the largest pastry? A: donut
Q: How many bananas are pictured? A: 2
Q: What is not healthy in the baggie?
A:",Is the donut filled? || What's the name of the largest pastry? || How many bananas are pictured?,no || donut || 2,"no, donut, 2",no,0.0,160
image_first,2529010,2529,Is there snow on the ground?,no|no|no,yes,0.0,"Look at the image and answer the question.

Question: Is there snow on the ground?

Relevant examples from similar images:
- Q: Is there a blue car?
  A: no
- Q: Are the street lights turned on?
  A: no
- Q: What color is the building with the clock on it?
  A: white

Use the examples only if they help.
Give a short answer.

Answer:",Is there a blue car? || Are the street lights turned on? || What color is the building with the clock on it?,no || no || white,"no, white",no,0.0,334
image_first,2532000,2532,Is the skier going downhill?,no|no|yes,skier is going downhill,0.0,"Look at the image and answer the question.

Question: Is the skier going downhill?

Relevant examples from similar images:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Use the examples only if they help.
Give a short answer.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,366
image_first,2532001,2532,How do you know this skier is not alone on the mountain?,someone had to take photo|tracks|other ski tracks and footprints,skier is not alone on the mountain,0.0,"Look at the image and answer the question.

Question: How do you know this skier is not alone on the mountain?

Relevant examples from similar images:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Use the examples only if they help.
Give a short answer.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,394
image_first,2532002,2532,How cold is it?,cold|15 degrees|freezing,"sky is blue, the clouds are white",0.0,"Look at the image and answer the question.

Question: How cold is it?

Relevant examples from similar images:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Use the examples only if they help.
Give a short answer.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",cloudy,0.0,353
image_first,2532003,2532,Is it a sunny or cloudy day?,sunny|cloudy|cloudy,sunny day,0.0,"Look at the image and answer the question.

Question: Is it a sunny or cloudy day?

Relevant examples from similar images:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Use the examples only if they help.
Give a short answer.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",left,0.1111,366
image_first,2532004,2532,What color is the sky?,blue|blue|blue,sky is blue,0.0,"Look at the image and answer the question.

Question: What color is the sky?

Relevant examples from similar images:
- Q: What weather conditions appear in this scene?
  A: cloudy
- Q: What color is the backpack?
  A: red
- Q: Does the shadow fall to the skiers left or to the right?
  A: left

Use the examples only if they help.
Give a short answer.

Answer:",What weather conditions appear in this scene? || What color is the backpack? || Does the shadow fall to the skiers left or to the right?,cloudy || red || left,"cloudy, red, left",red,0.3333,360
image_first,395749000,395749,What filter is being used in this image?,black and white|black & white|black and white,Black and white,1.0,"Look at the image and answer the question.

Question: What filter is being used in this image?

Relevant examples from similar images:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.0,328
image_first,395749001,395749,Are all the people elderly?,no|yes|no,4 people are on the bench,0.0,"Look at the image and answer the question.

Question: Are all the people elderly?

Relevant examples from similar images:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.2,315
image_first,395749002,395749,How many people can be seen?,4|4|4,4 people on the bench,0.0,"Look at the image and answer the question.

Question: How many people can be seen?

Relevant examples from similar images:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.5,316
image_first,395749003,395749,What ocean might this be?,atlantic|antarctic|atlantic,ocean is the ocean,0.0,"Look at the image and answer the question.

Question: What ocean might this be?

Relevant examples from similar images:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.0,313
image_first,395749004,395749,How many people are in the photo?,4|4|4,4 people are on the bench,0.0,"Look at the image and answer the question.

Question: How many people are in the photo?

Relevant examples from similar images:
- Q: How many people are on the bench?
  A: 4
- Q: Is the man alone on the bench?
  A: yes
- Q: Are they on the beach?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",How many people are on the bench? || Is the man alone on the bench? || Are they on the beach?,4 || yes || no,"4, yes, no",4,0.5,321
image_first,395752000,395752,What color are the mums in the front of the photo?,"pink|red|pink, red, yellow",mums are red,0.0,"Look at the image and answer the question.

Question: What color are the mums in the front of the photo?

Relevant examples from similar images:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,352
image_first,395752001,395752,Can a mail truck fit behind the bus to pick up the mail?,yes|yes|yes,yes,1.0,"Look at the image and answer the question.

Question: Can a mail truck fit behind the bus to pick up the mail?

Relevant examples from similar images:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",1,0.1111,358
image_first,395752002,395752,"What  ""Over the Rainbow"" singer sang about this vehicle?",judy garland|judy garland|train,This is a trolley bus,0.0,"Look at the image and answer the question.

Question: What  ""Over the Rainbow"" singer sang about this vehicle?

Relevant examples from similar images:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,358
image_first,395752003,395752,What color are the hubcaps?,red|red|red,hubcaps are red,0.0,"Look at the image and answer the question.

Question: What color are the hubcaps?

Relevant examples from similar images:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,329
image_first,395752004,395752,Is someone getting on this street car?,yes|yes|yes,red bus is a trolley bus,0.0,"Look at the image and answer the question.

Question: Is someone getting on this street car?

Relevant examples from similar images:
- Q: Which route is the red bus running?
  A: special
- Q: How many levels is the bus?
  A: 1
- Q: Does the train carry passengers?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",Which route is the red bus running? || How many levels is the bus? || Does the train carry passengers?,special || 1 || yes,"special, 1, yes",special,0.0,340
image_first,264683000,264683,Is this airplane inside?,yes|yes|yes,airplane is inside the museum,0.0,"Look at the image and answer the question.

Question: Is this airplane inside?

Relevant examples from similar images:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Use the examples only if they help.
Give a short answer.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",planes,0.0,311
image_first,264683001,264683,What airline does the plane fly for?,air france|air france|air france,plane is an air force one,0.0,"Look at the image and answer the question.

Question: What airline does the plane fly for?

Relevant examples from similar images:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Use the examples only if they help.
Give a short answer.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",0230,0.2,323
image_first,264683002,264683,Are there planes hanging?,yes|yes|yes,yes,1.0,"Look at the image and answer the question.

Question: Are there planes hanging?

Relevant examples from similar images:
- Q: What is hanging?
  A: planes
- Q: What is the ID number of the plane?
  A: 0230
- Q: What number is on the side?
  A: 23

Use the examples only if they help.
Give a short answer.

Answer:",What is hanging? || What is the ID number of the plane? || What number is on the side?,planes || 0230 || 23,"planes, 0230, 23",planes,0.5,312
image_first,264686000,264686,How many side tables are there?,2|2|2,3 side tables,0.0,"Look at the image and answer the question.

Question: How many side tables are there?

Relevant examples from similar images:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,321
image_first,264686001,264686,How many windows are on the wall?,3|3|3,Three windows on the wall,0.0,"Look at the image and answer the question.

Question: How many windows are on the wall?

Relevant examples from similar images:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,323
image_first,264686002,264686,Is the TV a tube or flat screen?,tube|tube|tube,TV is a flat screen,0.0,"Look at the image and answer the question.

Question: Is the TV a tube or flat screen?

Relevant examples from similar images:
- Q: What light source is here?
  A: sun
- Q: Is there a Turkish style rug on the floor?
  A: no
- Q: Is the room messy?
  A: no

Use the examples only if they help.
Give a short answer.

Answer:",What light source is here? || Is there a Turkish style rug on the floor? || Is the room messy?,sun || no || no,"sun, no",sun,0.0,322
image_first,133619000,133619,What type of truck is it?,fire engine|fire truck|service truck,fire truck,1.0,"Look at the image and answer the question.

Question: What type of truck is it?

Relevant examples from similar images:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Use the examples only if they help.
Give a short answer.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",yes,0.3333,326
image_first,133619001,133619,What time of day is it?,night|night|night,night time,0.0,"Look at the image and answer the question.

Question: What time of day is it?

Relevant examples from similar images:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Use the examples only if they help.
Give a short answer.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",no,0.0,324
image_first,133619002,133619,What color is the light above the hood of the truck?,yellow|blue|blue,truck is red,0.0,"Look at the image and answer the question.

Question: What color is the light above the hood of the truck?

Relevant examples from similar images:
- Q: Do you see a firefighter in the picture?
  A: no
- Q: Is this a fire truck?
  A: yes
- Q: How many headlights are on the truck?
  A: 8

Use the examples only if they help.
Give a short answer.

Answer:",Do you see a firefighter in the picture? || Is this a fire truck? || How many headlights are on the truck?,no || yes || 8,"no, yes, 8",yes,0.1667,353
image_first,133620000,133620,Why does the woman have her hair up?,uniform|on duty|uniform,woman is a police officer,0.0,"Look at the image and answer the question.

Question: Why does the woman have her hair up?

Relevant examples from similar images:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Use the examples only if they help.
Give a short answer.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",book,0.2,332
image_first,133620001,133620,Is she wearing glasses?,yes|yes|yes,wearing glasses,0.0,"Look at the image and answer the question.

Question: Is she wearing glasses?

Relevant examples from similar images:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Use the examples only if they help.
Give a short answer.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",yes,0.2,319
image_first,133620002,133620,What is she wearing on her head?,hat|helmet|hat,police officer,0.0,"Look at the image and answer the question.

Question: What is she wearing on her head?

Relevant examples from similar images:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Use the examples only if they help.
Give a short answer.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",yes,0.1667,328
image_first,133620003,133620,Is the woman happy?,yes|yes|yes,woman is happy,0.0,"Look at the image and answer the question.

Question: Is the woman happy?

Relevant examples from similar images:
- Q: What color is the boys sweatshirt?
  A: blue
- Q: Does she have a wrist watch?
  A: yes
- Q: What is the woman reading?
  A: book

Use the examples only if they help.
Give a short answer.

Answer:",What color is the boys sweatshirt? || Does she have a wrist watch? || What is the woman reading?,blue || yes || book,"blue, yes, book",book,0.3333,315
image_first,526837000,526837,Is this man dressed for the weather?,yes|yes|yes,man is dressed for the weather,0.0,"Look at the image and answer the question.

Question: Is this man dressed for the weather?

Relevant examples from similar images:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,330
image_first,526837001,526837,What is this man holding?,ski pole|ski poles|poles,man is holding ski poles,0.0,"Look at the image and answer the question.

Question: What is this man holding?

Relevant examples from similar images:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,319
image_first,526837002,526837,What is covering the ground?,snow|snow|snow,person on skis,0.0,"Look at the image and answer the question.

Question: What is covering the ground?

Relevant examples from similar images:
- Q: What are the long sticks under the person's feet?
  A: skis
- Q: Is this a winter landscape?
  A: yes
- Q: Is it cold?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What are the long sticks under the person's feet? || Is this a winter landscape? || Is it cold?,skis || yes || yes,"skis, yes",skis,0.0,322
image_first,133622000,133622,Are these vegetables or fruits?,vegetables|vegetables|vegetables,These are vegetables,0.0,"Look at the image and answer the question.

Question: Are these vegetables or fruits?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,321
image_first,133622001,133622,What is the yellow topping?,cheese|glaze|cheese,yellow topping is bacon,0.0,"Look at the image and answer the question.

Question: What is the yellow topping?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,317
image_first,133622002,133622,Is this a high class dish?,yes|yes|no,This is a high class dish,0.0,"Look at the image and answer the question.

Question: Is this a high class dish?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,316
image_first,133622003,133622,What is the long thin food with seeds?,broccoli|cake|cheese,What is the long thin food with seeds?,0.0,"Look at the image and answer the question.

Question: What is the long thin food with seeds?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,328
image_first,133622004,133622,What is the green topping?,broccoli|broccoli|broccoli,green topping is broccoli,0.0,"Look at the image and answer the question.

Question: What is the green topping?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,316
image_first,133622005,133622,What is the yellow item pictured?,cheese|cake|cheese,yellow item pictured is a piece of quiche,0.0,"Look at the image and answer the question.

Question: What is the yellow item pictured?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,323
image_first,133622006,133622,How are the eggs cooked?,scrambled|scramble|omelet,eggs are cooked in bacon grease,0.0,"Look at the image and answer the question.

Question: How are the eggs cooked?

Relevant examples from similar images:
- Q: What kind of fish is in the image?
  A: cod
- Q: What color is the plate?
  A: white
- Q: Is this a balanced meal?
  A: yes

Use the examples only if they help.
Give a short answer.

Answer:",What kind of fish is in the image? || What color is the plate? || Is this a balanced meal?,cod || white || yes,"cod, white, yes",cod,0.0,314
